"","id","latitude","longitude","date","prcp","tavg","tmax","tmin"
"8389","RSM00028900",NA,NA,1958-12-18,1,-67,-49,-83
"8390","RSM00028900",NA,NA,1958-12-19,69,-43,-15,-84
"8391","RSM00028900",NA,NA,1958-12-20,148,2,9,-21
"8392","RSM00028900",NA,NA,1958-12-21,2,-8,9,-22
"8393","RSM00028900",NA,NA,1958-12-22,0,-115,-20,-151
"8394","RSM00028900",NA,NA,1958-12-23,0,-216,-147,-247
"8395","RSM00028900",NA,NA,1958-12-24,26,-136,-94,-234
"8396","RSM00028900",NA,NA,1958-12-25,8,-224,-94,-315
"8397","RSM00028900",NA,NA,1958-12-26,0,-351,-299,-376
"8398","RSM00028900",NA,NA,1958-12-27,0,-324,-257,-367
"8399","RSM00028900",NA,NA,1958-12-28,0,-309,-288,-337
"8400","RSM00028900",NA,NA,1958-12-29,11,-194,-160,-290
"8401","RSM00028900",NA,NA,1958-12-30,22,-134,-110,-160
"8402","RSM00028900",NA,NA,1958-12-31,82,-108,-98,-114
"8403","RSM00028900",NA,NA,1959-01-01,10,-95,-58,-119
"8404","RSM00028900",NA,NA,1959-01-02,17,-134,-102,-146
"8405","RSM00028900",NA,NA,1959-01-03,28,-109,-86,-141
"8406","RSM00028900",NA,NA,1959-01-04,0,-58,-48,-88
"8407","RSM00028900",NA,NA,1959-01-05,0,-81,-57,-100
"8408","RSM00028900",NA,NA,1959-01-06,0,-125,-92,-150
"8409","RSM00028900",NA,NA,1959-01-07,0,-85,-75,-115
"8410","RSM00028900",NA,NA,1959-01-08,0,-82,-67,-109
"8411","RSM00028900",NA,NA,1959-01-09,0,-77,-45,-109
"8412","RSM00028900",NA,NA,1959-01-10,0,-116,-61,-152
"8413","RSM00028900",NA,NA,1959-01-11,0,-166,-142,-189
"8414","RSM00028900",NA,NA,1959-01-12,0,-162,-128,-197
"8415","RSM00028900",NA,NA,1959-01-13,1,-165,-140,-186
"8416","RSM00028900",NA,NA,1959-01-14,3,-160,-106,-208
"8417","RSM00028900",NA,NA,1959-01-15,40,-78,-61,-107
"8418","RSM00028900",NA,NA,1959-01-16,0,-100,-88,-116
"8419","RSM00028900",NA,NA,1959-01-17,32,-69,-45,-111
"8420","RSM00028900",NA,NA,1959-01-18,16,-107,-63,-136
"8421","RSM00028900",NA,NA,1959-01-19,6,-174,-96,-205
"8422","RSM00028900",NA,NA,1959-01-20,0,-200,-159,-249
"8423","RSM00028900",NA,NA,1959-01-21,63,-74,-30,-174
"8424","RSM00028900",NA,NA,1959-01-22,8,-28,-13,-63
"8425","RSM00028900",NA,NA,1959-01-23,4,4,9,-26
"8426","RSM00028900",NA,NA,1959-01-24,4,-10,4,-17
"8427","RSM00028900",NA,NA,1959-01-25,0,-34,-6,-57
"8428","RSM00028900",NA,NA,1959-01-26,16,-21,-4,-37
"8429","RSM00028900",NA,NA,1959-01-27,38,-60,-16,-91
"8430","RSM00028900",NA,NA,1959-01-28,26,-61,-46,-89
"8431","RSM00028900",NA,NA,1959-01-29,0,-80,-56,-106
"8432","RSM00028900",NA,NA,1959-01-30,16,-84,-68,-99
"8433","RSM00028900",NA,NA,1959-01-31,0,-94,-80,-104
"8434","RSM00028900",NA,NA,1959-02-01,2,-76,-53,-92
"8435","RSM00028900",NA,NA,1959-02-02,14,-69,-51,-88
"8436","RSM00028900",NA,NA,1959-02-03,8,-82,-48,-123
"8437","RSM00028900",NA,NA,1959-02-04,0,-86,-64,-115
"8438","RSM00028900",NA,NA,1959-02-05,5,-116,-105,-133
"8439","RSM00028900",NA,NA,1959-02-06,5,-120,-105,-135
"8440","RSM00028900",NA,NA,1959-02-07,0,-147,-131,-162
"8441","RSM00028900",NA,NA,1959-02-08,9,-176,-146,-220
"8442","RSM00028900",NA,NA,1959-02-09,2,-166,-139,-204
"8443","RSM00028900",NA,NA,1959-02-10,7,-124,-61,-211
"8444","RSM00028900",NA,NA,1959-02-11,8,-64,-48,-81
"8445","RSM00028900",NA,NA,1959-02-12,1,-106,-76,-131
"8446","RSM00028900",NA,NA,1959-02-13,0,-113,-82,-141
"8447","RSM00028900",NA,NA,1959-02-14,4,-72,-28,-103
"8448","RSM00028900",NA,NA,1959-02-15,1,-154,-85,-169
"8449","RSM00028900",NA,NA,1959-02-16,0,-187,-133,-234
"8450","RSM00028900",NA,NA,1959-02-17,0,-179,-146,-219
"8451","RSM00028900",NA,NA,1959-02-18,0,-167,-109,-216
"8452","RSM00028900",NA,NA,1959-02-19,3,-149,-128,-174
"8453","RSM00028900",NA,NA,1959-02-20,0,-157,-126,-183
"8454","RSM00028900",NA,NA,1959-02-21,15,-161,-129,-202
"8455","RSM00028900",NA,NA,1959-02-22,35,-103,-38,-158
"8456","RSM00028900",NA,NA,1959-02-23,12,-62,-35,-87
"8457","RSM00028900",NA,NA,1959-02-24,5,-102,-73,-116
"8458","RSM00028900",NA,NA,1959-02-25,0,-115,-85,-131
"8459","RSM00028900",NA,NA,1959-02-26,1,-160,-93,-237
"8460","RSM00028900",NA,NA,1959-02-27,0,-151,-112,-217
"8461","RSM00028900",NA,NA,1959-02-28,2,-116,-104,-124
"8462","RSM00028900",NA,NA,1959-03-01,3,-102,-60,-124
"8463","RSM00028900",NA,NA,1959-03-02,0,-127,-71,-190
"8464","RSM00028900",NA,NA,1959-03-03,0,-72,-34,-90
"8465","RSM00028900",NA,NA,1959-03-04,0,-68,-11,-103
"8466","RSM00028900",NA,NA,1959-03-05,0,-66,-45,-117
"8467","RSM00028900",NA,NA,1959-03-06,0,-67,-44,-94
"8468","RSM00028900",NA,NA,1959-03-07,0,-75,-44,-103
"8469","RSM00028900",NA,NA,1959-03-08,0,-87,-44,-132
"8470","RSM00028900",NA,NA,1959-03-09,0,-106,-65,-151
"8471","RSM00028900",NA,NA,1959-03-10,2,-95,-26,-147
"8472","RSM00028900",NA,NA,1959-03-11,0,-66,-15,-112
"8473","RSM00028900",NA,NA,1959-03-12,0,-50,-11,-94
"8474","RSM00028900",NA,NA,1959-03-13,0,-53,-27,-66
"8475","RSM00028900",NA,NA,1959-03-14,0,-79,-30,-124
"8476","RSM00028900",NA,NA,1959-03-15,0,-102,-60,-155
"8477","RSM00028900",NA,NA,1959-03-16,1,-106,-46,-153
"8478","RSM00028900",NA,NA,1959-03-17,0,-121,-61,-166
"8479","RSM00028900",NA,NA,1959-03-18,0,-120,-40,-189
"8480","RSM00028900",NA,NA,1959-03-19,0,-73,-20,-135
"8481","RSM00028900",NA,NA,1959-03-20,0,-38,3,-68
"8482","RSM00028900",NA,NA,1959-03-21,0,-66,-8,-107
"8483","RSM00028900",NA,NA,1959-03-22,10,-31,-14,-50
"8484","RSM00028900",NA,NA,1959-03-23,0,-23,9,-63
"8485","RSM00028900",NA,NA,1959-03-24,0,-57,-7,-112
"8486","RSM00028900",NA,NA,1959-03-25,4,-11,34,-43
"8487","RSM00028900",NA,NA,1959-03-26,10,8,18,0
"8488","RSM00028900",NA,NA,1959-03-27,0,3,12,0
"8489","RSM00028900",NA,NA,1959-03-28,0,-2,10,-11
"8490","RSM00028900",NA,NA,1959-03-29,0,-21,0,-43
"8491","RSM00028900",NA,NA,1959-03-30,1,0,12,-5
"8492","RSM00028900",NA,NA,1959-03-31,0,-1,8,-14
"8493","RSM00028900",NA,NA,1959-04-01,15,3,8,0
"8494","RSM00028900",NA,NA,1959-04-02,56,-12,8,-20
"8495","RSM00028900",NA,NA,1959-04-03,0,0,56,-50
"8496","RSM00028900",NA,NA,1959-04-04,0,3,50,-49
"8497","RSM00028900",NA,NA,1959-04-05,0,-12,20,-43
"8498","RSM00028900",NA,NA,1959-04-06,13,-22,-5,-36
"8499","RSM00028900",NA,NA,1959-04-07,0,-20,-2,-34
"8500","RSM00028900",NA,NA,1959-04-08,0,-10,35,-54
"8501","RSM00028900",NA,NA,1959-04-09,36,12,32,-5
"8502","RSM00028900",NA,NA,1959-04-10,4,30,64,17
"8503","RSM00028900",NA,NA,1959-04-11,0,68,145,-3
"8504","RSM00028900",NA,NA,1959-04-12,0,132,183,97
"8505","RSM00028900",NA,NA,1959-04-13,0,122,162,84
"8506","RSM00028900",NA,NA,1959-04-14,0,147,210,97
"8507","RSM00028900",NA,NA,1959-04-15,0,137,190,86
"8508","RSM00028900",NA,NA,1959-04-16,0,132,175,93
"8509","RSM00028900",NA,NA,1959-04-17,8,104,139,92
"8510","RSM00028900",NA,NA,1959-04-18,13,121,168,83
"8511","RSM00028900",NA,NA,1959-04-19,39,125,173,73
"8512","RSM00028900",NA,NA,1959-04-20,0,144,203,92
"8513","RSM00028900",NA,NA,1959-04-21,1,155,198,130
"8514","RSM00028900",NA,NA,1959-04-22,0,56,152,29
"8515","RSM00028900",NA,NA,1959-04-23,0,16,65,-30
"8516","RSM00028900",NA,NA,1959-04-24,0,45,98,-14
"8517","RSM00028900",NA,NA,1959-04-25,0,59,113,31
"8518","RSM00028900",NA,NA,1959-04-26,4,36,108,-11
"8519","RSM00028900",NA,NA,1959-04-27,22,22,60,-2
"8520","RSM00028900",NA,NA,1959-04-28,0,54,102,-6
"8521","RSM00028900",NA,NA,1959-04-29,0,112,184,61
"8522","RSM00028900",NA,NA,1959-04-30,0,101,153,43
"8523","RSM00028900",NA,NA,1959-05-01,0,125,180,66
"8524","RSM00028900",NA,NA,1959-05-02,0,142,197,71
"8525","RSM00028900",NA,NA,1959-05-03,0,143,193,78
"8526","RSM00028900",NA,NA,1959-05-04,0,159,220,108
"8527","RSM00028900",NA,NA,1959-05-05,0,172,238,91
"8528","RSM00028900",NA,NA,1959-05-06,0,187,250,136
"8529","RSM00028900",NA,NA,1959-05-07,0,196,263,123
"8530","RSM00028900",NA,NA,1959-05-08,0,198,255,139
"8531","RSM00028900",NA,NA,1959-05-09,0,186,232,139
"8532","RSM00028900",NA,NA,1959-05-10,0,194,247,153
"8533","RSM00028900",NA,NA,1959-05-11,0,174,248,107
"8534","RSM00028900",NA,NA,1959-05-12,0,160,235,90
"8535","RSM00028900",NA,NA,1959-05-13,0,196,270,124
"8536","RSM00028900",NA,NA,1959-05-14,0,204,263,150
"8537","RSM00028900",NA,NA,1959-05-15,0,133,203,97
"8538","RSM00028900",NA,NA,1959-05-16,0,127,180,58
"8539","RSM00028900",NA,NA,1959-05-17,0,183,245,124
"8540","RSM00028900",NA,NA,1959-05-18,0,202,261,144
"8541","RSM00028900",NA,NA,1959-05-19,0,205,267,124
"8542","RSM00028900",NA,NA,1959-05-20,0,194,246,147
"8543","RSM00028900",NA,NA,1959-05-21,0,190,257,124
"8544","RSM00028900",NA,NA,1959-05-22,0,232,302,162
"8545","RSM00028900",NA,NA,1959-05-23,111,95,272,54
"8546","RSM00028900",NA,NA,1959-05-24,20,56,83,35
"8547","RSM00028900",NA,NA,1959-05-25,0,73,112,21
"8548","RSM00028900",NA,NA,1959-05-26,2,104,163,42
"8549","RSM00028900",NA,NA,1959-05-27,0,128,190,64
"8550","RSM00028900",NA,NA,1959-05-28,76,132,160,106
"8551","RSM00028900",NA,NA,1959-05-29,31,116,143,85
"8552","RSM00028900",NA,NA,1959-05-30,179,104,153,76
"8553","RSM00028900",NA,NA,1959-05-31,17,90,133,58
"8554","RSM00028900",NA,NA,1959-06-01,0,112,160,62
"8555","RSM00028900",NA,NA,1959-06-02,0,145,213,88
"8556","RSM00028900",NA,NA,1959-06-03,0,178,218,127
"8557","RSM00028900",NA,NA,1959-06-04,0,184,234,132
"8558","RSM00028900",NA,NA,1959-06-05,0,148,183,94
"8559","RSM00028900",NA,NA,1959-06-06,0,176,244,90
"8560","RSM00028900",NA,NA,1959-06-07,0,207,273,148
"8561","RSM00028900",NA,NA,1959-06-08,0,224,279,163
"8562","RSM00028900",NA,NA,1959-06-09,0,236,288,172
"8563","RSM00028900",NA,NA,1959-06-10,77,223,276,147
"8564","RSM00028900",NA,NA,1959-06-11,2,226,294,165
"8565","RSM00028900",NA,NA,1959-06-12,10,216,284,155
"8566","RSM00028900",NA,NA,1959-06-13,0,212,256,168
"8567","RSM00028900",NA,NA,1959-06-14,0,210,261,157
"8568","RSM00028900",NA,NA,1959-06-15,11,191,266,170
"8569","RSM00028900",NA,NA,1959-06-16,0,184,238,142
"8570","RSM00028900",NA,NA,1959-06-17,66,177,256,142
"8571","RSM00028900",NA,NA,1959-06-18,25,164,207,134
"8572","RSM00028900",NA,NA,1959-06-19,20,138,187,98
"8573","RSM00028900",NA,NA,1959-06-20,0,162,218,100
"8574","RSM00028900",NA,NA,1959-06-21,0,203,251,151
"8575","RSM00028900",NA,NA,1959-06-22,0,186,243,159
"8576","RSM00028900",NA,NA,1959-06-23,0,162,221,98
"8577","RSM00028900",NA,NA,1959-06-24,0,164,214,133
"8578","RSM00028900",NA,NA,1959-06-25,1,133,180,91
"8579","RSM00028900",NA,NA,1959-06-26,80,124,152,101
"8580","RSM00028900",NA,NA,1959-06-27,1,147,200,97
"8581","RSM00028900",NA,NA,1959-06-28,0,179,221,121
"8582","RSM00028900",NA,NA,1959-06-29,0,190,246,119
"8583","RSM00028900",NA,NA,1959-06-30,0,225,286,147
"8584","RSM00028900",NA,NA,1959-07-01,0,256,307,172
"8585","RSM00028900",NA,NA,1959-07-02,0,278,318,208
"8586","RSM00028900",NA,NA,1959-07-03,0,254,312,194
"8587","RSM00028900",NA,NA,1959-07-04,0,250,298,191
"8588","RSM00028900",NA,NA,1959-07-05,0,266,324,204
"8589","RSM00028900",NA,NA,1959-07-06,45,256,327,214
"8590","RSM00028900",NA,NA,1959-07-07,30,243,326,194
"8591","RSM00028900",NA,NA,1959-07-08,0,234,276,207
"8592","RSM00028900",NA,NA,1959-07-09,0,246,291,181
"8593","RSM00028900",NA,NA,1959-07-10,3,232,300,181
"8594","RSM00028900",NA,NA,1959-07-11,4,242,301,182
"8595","RSM00028900",NA,NA,1959-07-12,15,207,272,177
"8596","RSM00028900",NA,NA,1959-07-13,0,168,216,111
"8597","RSM00028900",NA,NA,1959-07-14,0,183,253,115
"8598","RSM00028900",NA,NA,1959-07-15,1,231,299,177
"8599","RSM00028900",NA,NA,1959-07-16,0,238,286,182
"8600","RSM00028900",NA,NA,1959-07-17,2,240,296,196
"8601","RSM00028900",NA,NA,1959-07-18,0,225,278,171
"8602","RSM00028900",NA,NA,1959-07-19,0,176,241,143
"8603","RSM00028900",NA,NA,1959-07-20,2,126,172,90
"8604","RSM00028900",NA,NA,1959-07-21,0,178,233,115
"8605","RSM00028900",NA,NA,1959-07-22,0,190,248,133
"8606","RSM00028900",NA,NA,1959-07-23,0,199,263,143
"8607","RSM00028900",NA,NA,1959-07-24,0,212,261,147
"8608","RSM00028900",NA,NA,1959-07-25,32,175,226,152
"8609","RSM00028900",NA,NA,1959-07-26,107,182,231,158
"8610","RSM00028900",NA,NA,1959-07-27,235,182,233,159
"8611","RSM00028900",NA,NA,1959-07-28,74,196,252,155
"8612","RSM00028900",NA,NA,1959-07-29,4,201,266,159
"8613","RSM00028900",NA,NA,1959-07-30,0,214,277,156
"8614","RSM00028900",NA,NA,1959-07-31,0,236,288,172
"8615","RSM00028900",NA,NA,1959-08-01,0,238,301,199
"8616","RSM00028900",NA,NA,1959-08-02,0,161,226,104
"8617","RSM00028900",NA,NA,1959-08-03,0,166,231,103
"8618","RSM00028900",NA,NA,1959-08-04,0,192,252,132
"8619","RSM00028900",NA,NA,1959-08-05,0,204,264,147
"8620","RSM00028900",NA,NA,1959-08-06,0,208,261,143
"8621","RSM00028900",NA,NA,1959-08-07,0,215,271,157
"8622","RSM00028900",NA,NA,1959-08-08,0,220,259,183
"8623","RSM00028900",NA,NA,1959-08-09,3,234,292,178
"8624","RSM00028900",NA,NA,1959-08-10,10,225,298,188
"8625","RSM00028900",NA,NA,1959-08-11,0,196,247,162
"8626","RSM00028900",NA,NA,1959-08-12,0,162,218,128
"8627","RSM00028900",NA,NA,1959-08-13,79,146,194,118
"8628","RSM00028900",NA,NA,1959-08-14,82,136,168,100
"8629","RSM00028900",NA,NA,1959-08-15,0,158,208,125
"8630","RSM00028900",NA,NA,1959-08-16,58,172,236,129
"8631","RSM00028900",NA,NA,1959-08-17,0,178,236,127
"8632","RSM00028900",NA,NA,1959-08-18,0,172,233,123
"8633","RSM00028900",NA,NA,1959-08-19,0,196,269,152
"8634","RSM00028900",NA,NA,1959-08-20,0,193,248,154
"8635","RSM00028900",NA,NA,1959-08-21,2,182,249,131
"8636","RSM00028900",NA,NA,1959-08-22,23,161,221,122
"8637","RSM00028900",NA,NA,1959-08-23,0,117,169,81
"8638","RSM00028900",NA,NA,1959-08-24,0,149,190,116
"8639","RSM00028900",NA,NA,1959-08-25,0,158,223,91
"8640","RSM00028900",NA,NA,1959-08-26,25,179,274,109
"8641","RSM00028900",NA,NA,1959-08-27,40,150,194,114
"8642","RSM00028900",NA,NA,1959-08-28,115,127,164,100
"8643","RSM00028900",NA,NA,1959-08-29,0,130,189,78
"8644","RSM00028900",NA,NA,1959-08-30,26,118,160,97
"8645","RSM00028900",NA,NA,1959-08-31,15,107,130,77
"8646","RSM00028900",NA,NA,1959-09-01,1,130,195,81
"8647","RSM00028900",NA,NA,1959-09-02,1,137,174,91
"8648","RSM00028900",NA,NA,1959-09-03,14,132,180,119
"8649","RSM00028900",NA,NA,1959-09-04,49,108,145,97
"8650","RSM00028900",NA,NA,1959-09-05,0,106,146,82
"8651","RSM00028900",NA,NA,1959-09-06,49,87,111,72
"8652","RSM00028900",NA,NA,1959-09-07,170,88,135,57
"8653","RSM00028900",NA,NA,1959-09-08,45,88,113,81
"8654","RSM00028900",NA,NA,1959-09-09,0,98,153,59
"8655","RSM00028900",NA,NA,1959-09-10,0,116,170,72
"8656","RSM00028900",NA,NA,1959-09-11,1,123,185,72
"8657","RSM00028900",NA,NA,1959-09-12,0,138,192,86
"8658","RSM00028900",NA,NA,1959-09-13,12,139,192,118
"8659","RSM00028900",NA,NA,1959-09-14,0,152,218,98
"8660","RSM00028900",NA,NA,1959-09-15,0,147,179,134
"8661","RSM00028900",NA,NA,1959-09-16,75,115,144,86
"8662","RSM00028900",NA,NA,1959-09-17,3,125,174,78
"8663","RSM00028900",NA,NA,1959-09-18,198,89,135,68
"8664","RSM00028900",NA,NA,1959-09-19,51,80,122,52
"8665","RSM00028900",NA,NA,1959-09-20,0,83,128,49
"8666","RSM00028900",NA,NA,1959-09-21,0,100,145,71
"8667","RSM00028900",NA,NA,1959-09-22,0,114,170,79
"8668","RSM00028900",NA,NA,1959-09-23,0,126,172,97
"8669","RSM00028900",NA,NA,1959-09-24,5,122,166,100
"8670","RSM00028900",NA,NA,1959-09-25,33,89,128,70
"8671","RSM00028900",NA,NA,1959-09-26,0,76,132,35
"8672","RSM00028900",NA,NA,1959-09-27,14,49,90,19
"8673","RSM00028900",NA,NA,1959-09-28,0,39,83,12
"8674","RSM00028900",NA,NA,1959-09-29,51,43,61,13
"8675","RSM00028900",NA,NA,1959-09-30,12,54,82,40
"8676","RSM00028900",NA,NA,1959-10-01,57,46,65,37
"8677","RSM00028900",NA,NA,1959-10-02,29,44,76,23
"8678","RSM00028900",NA,NA,1959-10-03,16,33,53,11
"8679","RSM00028900",NA,NA,1959-10-04,12,13,30,1
"8680","RSM00028900",NA,NA,1959-10-05,1,18,42,4
"8681","RSM00028900",NA,NA,1959-10-06,23,5,18,-4
"8682","RSM00028900",NA,NA,1959-10-07,30,31,56,8
"8683","RSM00028900",NA,NA,1959-10-08,22,28,42,16
"8684","RSM00028900",NA,NA,1959-10-09,39,-2,34,-17
"8685","RSM00028900",NA,NA,1959-10-10,6,-8,10,-16
"8686","RSM00028900",NA,NA,1959-10-11,15,-4,20,-17
"8687","RSM00028900",NA,NA,1959-10-12,7,11,42,-13
"8688","RSM00028900",NA,NA,1959-10-13,26,16,34,-2
"8689","RSM00028900",NA,NA,1959-10-14,54,23,37,8
"8690","RSM00028900",NA,NA,1959-10-15,70,-2,27,-12
"8691","RSM00028900",NA,NA,1959-10-16,0,-4,12,-19
"8692","RSM00028900",NA,NA,1959-10-17,12,-20,6,-48
"8693","RSM00028900",NA,NA,1959-10-18,0,-32,-10,-56
"8694","RSM00028900",NA,NA,1959-10-19,5,-11,7,-29
"8695","RSM00028900",NA,NA,1959-10-20,0,14,45,-3
"8696","RSM00028900",NA,NA,1959-10-21,0,71,100,42
"8697","RSM00028900",NA,NA,1959-10-22,3,73,100,49
"8698","RSM00028900",NA,NA,1959-10-23,20,63,82,47
"8699","RSM00028900",NA,NA,1959-10-24,94,71,94,46
"8700","RSM00028900",NA,NA,1959-10-25,87,32,92,-45
"8701","RSM00028900",NA,NA,1959-10-26,0,-38,-5,-68
"8702","RSM00028900",NA,NA,1959-10-27,3,31,70,-7
"8703","RSM00028900",NA,NA,1959-10-28,0,36,78,-6
"8704","RSM00028900",NA,NA,1959-10-29,0,18,67,-17
"8705","RSM00028900",NA,NA,1959-10-30,3,7,30,-30
"8706","RSM00028900",NA,NA,1959-10-31,0,17,30,7
"8707","RSM00028900",NA,NA,1959-11-01,0,3,24,-7
"8708","RSM00028900",NA,NA,1959-11-02,0,-10,-4,-17
"8709","RSM00028900",NA,NA,1959-11-03,0,-36,-11,-45
"8710","RSM00028900",NA,NA,1959-11-04,1,-32,-22,-42
"8711","RSM00028900",NA,NA,1959-11-05,3,-24,-20,-33
"8712","RSM00028900",NA,NA,1959-11-06,0,4,23,-24
"8713","RSM00028900",NA,NA,1959-11-07,0,-16,8,-41
"8714","RSM00028900",NA,NA,1959-11-08,0,-24,5,-47
"8715","RSM00028900",NA,NA,1959-11-09,13,-24,-11,-34
"8716","RSM00028900",NA,NA,1959-11-10,0,-26,-10,-37
"8717","RSM00028900",NA,NA,1959-11-11,0,-44,-10,-71
"8718","RSM00028900",NA,NA,1959-11-12,0,-40,-5,-71
"8719","RSM00028900",NA,NA,1959-11-13,0,-28,17,-69
"8720","RSM00028900",NA,NA,1959-11-14,0,-41,10,-76
"8721","RSM00028900",NA,NA,1959-11-15,0,-66,-33,-97
"8722","RSM00028900",NA,NA,1959-11-16,0,-67,-58,-79
"8723","RSM00028900",NA,NA,1959-11-17,0,-72,-49,-86
"8724","RSM00028900",NA,NA,1959-11-18,0,-92,-50,-107
"8725","RSM00028900",NA,NA,1959-11-19,0,-102,-75,-126
"8726","RSM00028900",NA,NA,1959-11-20,0,-93,-59,-107
"8727","RSM00028900",NA,NA,1959-11-21,0,-108,-64,-131
"8728","RSM00028900",NA,NA,1959-11-22,2,-93,-63,-124
"8729","RSM00028900",NA,NA,1959-11-23,0,-42,-20,-69
"8730","RSM00028900",NA,NA,1959-11-24,20,-63,-18,-122
"8731","RSM00028900",NA,NA,1959-11-25,0,-132,-114,-143
"8732","RSM00028900",NA,NA,1959-11-26,0,-144,-117,-159
"8733","RSM00028900",NA,NA,1959-11-27,0,-124,-98,-166
"8734","RSM00028900",NA,NA,1959-11-28,0,-102,-65,-136
"8735","RSM00028900",NA,NA,1959-11-29,0,-96,-58,-137
"8736","RSM00028900",NA,NA,1959-11-30,0,-93,-67,-116
"8737","RSM00028900",NA,NA,1959-12-01,0,-113,-85,-146
"8738","RSM00028900",NA,NA,1959-12-02,0,-83,-63,-102
"8739","RSM00028900",NA,NA,1959-12-03,21,-55,-50,-77
"8740","RSM00028900",NA,NA,1959-12-04,28,-94,-53,-157
"8741","RSM00028900",NA,NA,1959-12-05,0,-211,-150,-247
"8742","RSM00028900",NA,NA,1959-12-06,0,-252,-227,-278
"8743","RSM00028900",NA,NA,1959-12-07,0,-244,-225,-264
"8744","RSM00028900",NA,NA,1959-12-08,0,-199,-170,-253
"8745","RSM00028900",NA,NA,1959-12-09,3,-129,-110,-172
"8746","RSM00028900",NA,NA,1959-12-10,0,-83,-68,-113
"8747","RSM00028900",NA,NA,1959-12-11,13,-120,-78,-137
"8748","RSM00028900",NA,NA,1959-12-12,2,-128,-110,-148
"8749","RSM00028900",NA,NA,1959-12-13,3,-178,-141,-205
"8750","RSM00028900",NA,NA,1959-12-14,0,-154,-127,-203
"8751","RSM00028900",NA,NA,1959-12-15,2,-133,-114,-147
"8752","RSM00028900",NA,NA,1959-12-16,0,-122,-98,-145
"8753","RSM00028900",NA,NA,1959-12-17,1,-129,-114,-137
"8754","RSM00028900",NA,NA,1959-12-18,0,-135,-122,-157
"8755","RSM00028900",NA,NA,1959-12-19,0,-166,-135,-184
"8756","RSM00028900",NA,NA,1959-12-20,0,-162,-124,-187
"8757","RSM00028900",NA,NA,1959-12-21,0,-165,-132,-192
"8758","RSM00028900",NA,NA,1959-12-22,0,-155,-127,-176
"8759","RSM00028900",NA,NA,1959-12-23,0,-153,-130,-184
"8760","RSM00028900",NA,NA,1959-12-24,0,-152,-103,-182
"8761","RSM00028900",NA,NA,1959-12-25,0,-148,-140,-172
"8762","RSM00028900",NA,NA,1959-12-26,0,-141,-98,-182
"8763","RSM00028900",NA,NA,1959-12-27,4,-107,-91,-130
"8764","RSM00028900",NA,NA,1959-12-28,5,-30,-10,-96
"8765","RSM00028900",NA,NA,1959-12-29,3,-58,-29,-73
"8766","RSM00028900",NA,NA,1959-12-30,3,-48,-24,-68
"8767","RSM00028900",NA,NA,1959-12-31,1,-44,-9,-82
"8768","RSM00028900",NA,NA,1960-01-01,0,-22,-3,-40
"8769","RSM00028900",NA,NA,1960-01-02,6,-20,-7,-29
"8770","RSM00028900",NA,NA,1960-01-03,2,-88,-23,-169
"8771","RSM00028900",NA,NA,1960-01-04,1,-130,-74,-180
"8772","RSM00028900",NA,NA,1960-01-05,1,-37,-26,-77
"8773","RSM00028900",NA,NA,1960-01-06,4,-46,-38,-54
"8774","RSM00028900",NA,NA,1960-01-07,0,-66,-37,-107
"8775","RSM00028900",NA,NA,1960-01-08,0,-100,-77,-127
"8776","RSM00028900",NA,NA,1960-01-09,0,-108,-79,-138
"8777","RSM00028900",NA,NA,1960-01-10,6,-124,-94,-160
"8778","RSM00028900",NA,NA,1960-01-11,8,-77,-58,-96
"8779","RSM00028900",NA,NA,1960-01-12,37,-63,-42,-83
"8780","RSM00028900",NA,NA,1960-01-13,0,-90,-65,-101
"8781","RSM00028900",NA,NA,1960-01-14,5,-97,-80,-115
"8782","RSM00028900",NA,NA,1960-01-15,55,-88,-74,-102
"8783","RSM00028900",NA,NA,1960-01-16,25,-56,-4,-78
"8784","RSM00028900",NA,NA,1960-01-17,17,-76,-14,-89
"8785","RSM00028900",NA,NA,1960-01-18,0,-175,-86,-201
"8786","RSM00028900",NA,NA,1960-01-19,0,-189,-126,-240
"8787","RSM00028900",NA,NA,1960-01-20,0,-81,-65,-128
"8788","RSM00028900",NA,NA,1960-01-21,29,-68,-53,-80
"8789","RSM00028900",NA,NA,1960-01-22,35,-34,-15,-61
"8790","RSM00028900",NA,NA,1960-01-23,19,-46,-17,-74
"8791","RSM00028900",NA,NA,1960-01-24,3,-137,-71,-178
"8792","RSM00028900",NA,NA,1960-01-25,0,-161,-126,-224
"8793","RSM00028900",NA,NA,1960-01-26,0,-148,-127,-177
"8794","RSM00028900",NA,NA,1960-01-27,11,-107,-63,-160
"8795","RSM00028900",NA,NA,1960-01-28,40,-37,-7,-92
"8796","RSM00028900",NA,NA,1960-01-29,6,-178,-87,-220
"8797","RSM00028900",NA,NA,1960-01-30,0,-231,-209,-278
"8798","RSM00028900",NA,NA,1960-01-31,13,-160,-138,-228
"8799","RSM00028900",NA,NA,1960-02-01,31,-130,-110,-143
"8800","RSM00028900",NA,NA,1960-02-02,7,-194,-130,-224
"8801","RSM00028900",NA,NA,1960-02-03,0,-215,-158,-264
"8802","RSM00028900",NA,NA,1960-02-04,0,-225,-185,-260
"8803","RSM00028900",NA,NA,1960-02-05,3,-208,-156,-246
"8804","RSM00028900",NA,NA,1960-02-06,0,-233,-174,-275
